0.00137964 0.676169
0.091381 0.778043
0.465962 0.375853
0.355374 0.603059
0.763239 0.653456
0.482418 0.450851
0.707612 0.645168
0.968411 0.971217
0.99291 0.797829
0.528206 0.514499
0.894766 0.736263
0.664652 0.987455
0.350218 0.157495
0.661582 0.52188
0.195664 0.460169
0.529057 0.197044
0.136338 0.620438
0.975087 0.6023
0.996291 0.330461
0.205359 0.75953
0.983917 0.687776
0.210381 0.691529
0.332945 0.178792
0.662745 0.325855
0.976622 0.190951
0.840353 0.871387
0.927214 0.505006
0.858843 0.277432
0.662501 0.520425
0.799312 0.858165
0.980595 0.328369
0.0552092 0.116933
0.948807 0.0302965
0.719232 0.945098
0.360758 0.924591
0.704628 0.344675
0.612367 0.915009
0.0362035 0.945312
0.0938007 0.698949
0.271167 0.0704223
0.8899 0.11152
0.94181 0.817113
0.616526 0.800653
0.0945451 0.279027
0.321078 0.893857
0.137192 0.301673
0.222226 0.192401
0.418605 0.171034
0.222698 0.137838
0.116132 0.583455
0.0624289 0.82076
0.92813 0.674796
0.735768 0.964334
0.620108 0.829569
0.663282 0.891275
0.899991 0.553182
0.00279539 0.841801
0.370296 0.619321
0.642454 0.464841
0.898348 0.963532
0.358698 0.03554
0.265204 0.580924
0.227941 0.68381
0.751958 0.450639
0.821647 0.86809
0.0340939 0.884076
0.68885 0.962224
0.558873 0.424618
0.926558 0.178981
0.254187 0.58984
0.0702562 0.154179
0.143022 0.0730516
0.99598 0.513318
0.692373 0.638434
0.978158 0.590721
0.601965 0.336856
0.626261 0.86717
0.91778 0.854202
0.550979 0.669738
0.304841 0.372626
0.537827 0.338935
0.256703 0.226677
0.301159 0.815575
0.651295 0.227716
0.994556 0.905482
0.817556 0.0648123
0.0596605 0.960578
0.137864 0.0556404
0.473896 0.830237
0.694074 0.452054
0.420958 0.296039
0.78891 0.0472192
0.163209 0.70669
0.901421 0.714188
0.376427 0.206262
0.0868144 0.914254
0.545197 0.343517
0.140931 0.846355
0.159092 0.792226
0.0740717 0.153648
0.697708 0.891628
0.218461 0.757368
0.852206 0.356324
0.813009 0.326102
0.186561 0.507083
0.778155 0.60752
0.803122 0.567065
0.654739 0.966331
0.273755 0.55616
0.680519 0.650182
0.762422 0.767333
0.564436 0.307619
0.11085 0.705367
0.153975 0.269943
0.497592 0.228046
0.423591 0.1953
0.119674 0.642051
0.952668 0.97188
0.998376 0.765677
0.297982 0.184937
0.272759 0.0761371
0.792457 0.0758813
0.643202 0.447196
0.0422121 0.916957
0.00335584 0.722731
0.567138 0.765778
0.490065 0.131574
0.0733973 0.600915
0.836941 0.227372
0.870858 0.334533
0.455418 0.294448
0.529833 0.575093
0.9365 0.482501
0.546973 0.934876
0.248178 0.844954
0.119813 0.520937
0.921092 0.91227
0.596818 0.564294
0.359466 0.639031
0.48125 0.362822
0.361762 0.0483883
0.1286 0.851826
0.179962 0.201997
0.452741 0.0169027
0.429369 0.323599
0.351436 0.884787
0.618047 0.881268
0.45988 0.554547
0.36377 0.00685285
0.489423 0.611947
0.851807 0.609236
0.132885 0.772899
0.521506 0.729703
0.337193 0.880972
0.368734 0.818443
0.243793 0.730495
0.866831 0.372393
0.582322 0.0467932
0.57439 0.0350627
0.0636959 0.00375896
0.358661 0.415131
0.888546 0.976708
0.2964 0.348426
0.531255 0.660169
0.355279 0.0206778
0.272117 0.207087
0.629914 0.405002
0.979986 0.151419
0.134705 0.317178
0.0323909 0.503438
0.135621 0.276184
0.233934 0.00245189
0.648577 0.816255
0.0492451 0.222967
0.851318 0.112941
0.226726 0.209979
0.528072 0.115272
0.186688 0.824472
0.463699 0.717943
0.484642 0.818978
0.738621 0.756759
0.0260645 0.368534
0.16176 0.00605008
0.519953 0.296465
0.323228 0.552344
0.799903 0.458849
0.828528 0.0338369
0.461301 0.477105
0.850092 0.510546
0.700072 0.70141
0.623487 0.926798
0.91139 0.151559
0.0420701 0.0980774
0.976032 0.505769
0.81602 0.460673
0.324747 0.554641
0.217432 0.350811
0.923175 0.379192
0.356861 0.443129
0.675657 0.680089
0.995473 0.47556
0.138938 0.824001
0.509397 0.600239
0.301106 0.359489
0.110785 0.00117855
0.0608992 0.734272
0.927976 0.972289
0.885832 0.970047
0.0703662 0.861863
0.475815 0.886387
0.322536 0.800562
0.441027 0.539968
0.151373 0.364203
0.91916 0.508234
0.807331 0.594817
0.188324 0.802804
0.0703764 0.327262
0.626805 0.579773
0.927501 0.927912
0.939262 0.0382868
0.92909 0.000161111
0.772559 0.857067
0.97245 0.658391
0.827113 0.0428162
0.520254 0.302929
0.929203 0.84279
0.10349 0.37023
0.382758 0.254864
0.734433 0.301918
0.763098 0.541764
0.896735 0.951421
0.344568 0.967111
0.278684 0.971373
0.546884 0.206185
0.899285 0.486146
0.244472 0.828375
0.486307 0.0170309
0.685441 0.458757
0.675422 0.512555
0.501573 0.195675
0.815483 0.430776
0.0384657 0.918974
0.801006 0.421224
0.173837 0.535439
0.723142 0.936935
0.077203 0.619877
0.888356 0.421771
0.586988 0.16704
0.393144 0.133873
0.373225 0.292429
0.620019 0.617697
0.120803 0.106326
0.634728 0.806245
0.565083 0.31015
0.3188 0.0666566
0.505825 0.134283
0.497433 0.544291
0.0532565 0.298439
0.965515 0.227094
0.833878 0.688657
0.164029 0.911081
0.308534 0.0523851
0.332852 0.895522
0.219425 0.725996
0.0293949 0.59265
0.0184249 0.649414
0.210347 0.139228
0.75574 0.845075
0.945473 0.320823
0.155225 0.264273
0.387479 0.66105
0.398556 0.884912
0.205341 0.451812
0.183351 0.170856
0.678906 0.0172296
0.859513 0.842935
0.928311 0.168047
0.89532 0.261163
0.0635689 0.114745
0.987159 0.0929637
0.707395 0.00558418
0.742377 0.917743
0.144813 0.498117
0.762818 0.0902858
0.81894 0.918043
0.354559 0.206419
0.579093 0.753115
0.0913311 0.784434
0.204927 0.274682
0.95529 0.883833
0.291912 0.814802
0.726767 0.220223
0.982849 0.622087
0.481386 0.0464174
0.736832 0.468545
0.139381 0.444227
0.47413 0.881758
0.36197 0.618942
0.379875 0.124788
0.709228 0.198815
0.0428308 0.0637867
0.405234 0.621924
0.816901 0.496565
0.406358 0.0218281
0.771247 0.361647
0.905661 0.0631593
0.176449 0.632428
0.283382 0.159298
0.254515 0.764768
0.205715 0.991347
0.233314 0.345096
0.435574 0.707443
0.226855 0.797544
0.326385 0.60673
0.922331 0.0356132
0.805545 0.965162
0.0993999 0.210778
0.587086 0.916301
0.707343 0.993444
0.938129 0.478591
0.355091 0.84379
0.54175 0.531541
0.476218 0.825132
0.690839 0.730733
0.5899 0.896554
0.72208 0.823214
0.24165 0.157654
0.530657 0.468505
0.955198 0.857043
0.0752353 0.877529
0.892656 0.88078
0.842691 0.992056
0.0915585 0.429777
0.908357 0.798902
0.423221 0.846486
0.277492 0.778312
0.690276 0.819242
0.309852 0.166495
0.644374 0.000690899
0.897228 0.234275
0.897245 0.619308
0.057489 0.138895
0.776962 0.588146
0.607401 0.73216
0.445189 0.682636
0.609688 0.337845
0.563416 0.452379
0.329901 0.654974
